update,win_rate,policy,value,entropy,pred,total,lr,eps,pool_size
92,0.65,0.0006929854862391949,0.0702886141370982,-2.4351115375757217,0.04480404409696348,0.03388820044347085,0.0002866599999999994,229,5
93,0.65,0.0018207270186394453,0.05748826754279435,-2.4315215200185776,0.03380757648847066,0.02315343450754881,0.0002865149999999994,232,5
94,0.65,0.009083783661480993,0.08051143470220268,-2.4079036861658096,0.021097690812894143,0.03580931029864587,0.0002863699999999994,236,5
95,0.64,-0.0013558465288951993,0.037227925728075206,-2.41352179646492,0.018841595941921696,0.002543697162764147,0.0002862249999999994,238,5
96,0.65,0.002654374693520367,0.03851851401850581,-2.3851067572832108,0.011279833415756002,0.0037024815392214805,0.0002860799999999994,240,5
97,0.65,0.0011102893622592092,0.04655775928404182,-2.434110403060913,0.00404782171244733,0.002071976035949774,0.00028593499999999937,244,5
98,0.65,-0.0030338402721099555,0.0655244265217334,-2.4167447835206985,0.04186090419534594,0.02649137773551047,0.00028578999999999936,248,5
99,0.66,0.0001485324464738369,0.030556765268556774,-2.3983680456876755,0.012265505603863858,-0.0024240119237219915,0.00028564499999999936,250,5
100,0.68,-0.00011882290709763765,0.0711724751163274,-2.432143285870552,0.008465484323096462,0.01537872506014537,0.00028549999999999935,254,5
101,0.69,-0.0021292436867952347,0.05366668407805264,-2.422544687986374,0.007484279456548393,0.004220791190164164,0.00028535499999999934,259,5
102,0.69,0.004192934022285044,0.03867075254675001,-2.411050334572792,0.014584706354071386,0.006710160552756861,0.00028520999999999934,261,5
103,0.7,-0.00021566852228716016,0.057907525449991226,-2.42476923763752,0.00969066852121614,0.00933573578367941,0.00028506499999999933,264,5
104,0.69,0.0012035442050546408,0.020705388160422444,-2.399341255426407,0.0023804903976269998,-0.01124692865414545,0.0002849199999999993,266,5
105,0.68,-0.003256394062191248,0.04471165011636913,-2.3823074102401733,0.02445746579905972,0.007505090179620311,0.0002847749999999993,268,5
106,0.67,0.00286182010313496,0.05243236303795129,-2.392510265111923,0.011996735360298771,0.011151267040986568,0.0002846299999999993,271,5
107,0.67,0.005245289212325588,0.0406295683933422,-2.430178254842758,0.011001370970916469,0.006758977338904515,0.0002844849999999993,273,5
108,0.67,-0.001085048308596015,0.036330564762465656,-2.415670320391655,0.0290218663867563,0.007434464525431395,0.0002843399999999993,275,5
109,0.67,-0.0027683861553668976,0.04732835432514548,-2.4096271246671677,0.027350765783921815,0.010474903654539958,0.0002841949999999993,278,5
