CynthAI_v2 self-play  |  3,783,427 params  |  device=cuda  |  3000 updates
 update    win%    policy     value   entropy      pred     total        lr  info  opp
Training:   0%|          | 1/3000 [00:53<44:26:06, 53.34s/updates, WR=33.3%  loss=26.818  lr=1.25e-05  opp=self  eps=6]wandb: WARNING Tried to log to step 1 that is less than the current step 4. Steps must be monotonically increasing, so this data will be ignored. See https://wandb.me/define-metric to log data out of order.
      1   33.3%    0.0987    1.0311   -2.0024   41.1338   26.8180  1.25e-05  [53.1s  eps=6  pool=0  gn=9.227  cf=0.626  ev=-0.035  am=0.463  as=0.797  rd=0.4008  ia=0.35 aa=0.04 ma=0.08  ae=2.0594  ar=1.8510  rr=0.0036  opp=self]
    160   56.0%    0.0142    0.9342   -0.6012    0.0570    1.9103  2.49e-04  [55.4s  eps=17516  pool=1  gn=2.236  cf=0.150  ev=0.060  am=0.367  as=1.197  rd=0.1177  ia=1.00 aa=1.00 ma=0.93  ae=0.8368  ar=1.8226  rr=0.0037  opp=ema]
    161   58.0%    0.0048    0.9442   -0.6074    0.0575    1.9209  2.49e-04  [55.2s  eps=17644  pool=1  gn=2.133  cf=0.141  ev=0.053  am=0.411  as=1.194  rd=0.1106  ia=1.00 aa=1.00 ma=0.93  ae=0.8576  ar=1.8233  rr=0.0037  opp=ema]
    162   55.0%    0.0067    0.9402   -0.6309    0.0580    1.9151  2.49e-04  [55.2s  eps=17768  pool=1  gn=2.408  cf=0.164  ev=0.056  am=0.310  as=1.191  rd=0.1323  ia=1.00 aa=1.00 ma=0.92  ae=0.8580  ar=1.8184  rr=0.0037  opp=ema]
    163   50.0%    0.0127    0.9489   -0.6405    0.0579    1.9386  2.49e-04  [55.6s  eps=17894  pool=1  gn=2.549  cf=0.165  ev=0.049  am=0.241  as=1.182  rd=0.1388  ia=1.00 aa=1.00 ma=0.93  ae=0.8486  ar=1.8174  rr=0.0037  opp=ema]
    164   52.0%    0.0114    0.9490   -0.6151    0.0568    1.9374  2.49e-04  [55.7s  eps=18013  pool=1  gn=2.362  cf=0.164  ev=0.046  am=0.189  as=1.221  rd=0.1265  ia=1.00 aa=1.00 ma=0.93  ae=0.8163  ar=1.8082  rr=0.0038  opp=ema]
    165   60.0%    0.0057    0.9312   -0.5783    0.0553    1.8952  2.49e-04  [55.5s  eps=18137  pool=1  gn=2.249  cf=0.189  ev=0.065  am=0.216  as=1.157  rd=0.1385  ia=1.00 aa=1.00 ma=0.93  ae=0.8187  ar=1.8054  rr=0.0038  opp=ema]
    166   50.0%    0.0062    0.9307   -0.6157    0.0560    1.8947  2.49e-04  [55.6s  eps=18260  pool=1  gn=2.212  cf=0.145  ev=0.067  am=0.283  as=1.180  rd=0.1490  ia=1.00 aa=1.00 ma=0.93  ae=0.8428  ar=1.8036  rr=0.0038  opp=pool(1)]
    167   59.0%    0.0038    0.9315   -0.5820    0.0573    1.8945  2.49e-04  [55.4s  eps=18388  pool=1  gn=2.289  cf=0.159  ev=0.064  am=0.415  as=1.154  rd=0.1132  ia=1.00 aa=1.00 ma=0.93  ae=0.8509  ar=1.8232  rr=0.0037  opp=ema]
    168   56.0%    0.0068    0.9338   -0.5829    0.0550    1.9008  2.48e-04  [55.4s  eps=18515  pool=1  gn=2.489  cf=0.144  ev=0.063  am=0.324  as=1.193  rd=0.1161  ia=1.00 aa=1.00 ma=0.94  ae=0.8502  ar=1.8360  rr=0.0036  opp=pool(1)]
    169   63.0%    0.0095    0.9319   -0.5968    0.0527    1.8979  2.48e-04  [55.5s  eps=18637  pool=1  gn=2.455  cf=0.173  ev=0.064  am=0.342  as=1.129  rd=0.1359  ia=1.00 aa=1.00 ma=0.93  ae=0.8816  ar=1.8320  rr=0.0037  opp=pool(1)]
    170   60.0%    0.0039    0.9395   -0.6298    0.0538    1.9081  2.48e-04  [116.3s  eps=18759  pool=1  gn=2.674  cf=0.152  ev=0.056  am=0.369  as=1.146  rd=0.1208  ia=1.00 aa=1.00 ma=0.94  ae=0.8812  ar=1.8251  rr=0.0037  opp=fo]
    171   47.0%    0.0596    0.9274   -0.5986    0.0554    1.9407  2.48e-04  [55.8s  eps=18880  pool=1  gn=2.688  cf=0.178  ev=0.068  am=0.118  as=1.129  rd=0.1678  ia=1.00 aa=1.00 ma=0.93  ae=0.8870  ar=1.8353  rr=0.0036  opp=pool(1)]
    172   53.0%    0.0050    0.9401   -0.6841    0.0586    1.9130  2.48e-04  [56.0s  eps=19007  pool=1  gn=2.660  cf=0.173  ev=0.055  am=0.220  as=1.210  rd=0.1296  ia=1.00 aa=1.00 ma=0.93  ae=0.8973  ar=1.8243  rr=0.0037  opp=ema]
    173   47.0%    0.0067    0.9341   -0.6573    0.0539    1.8998  2.48e-04  [55.9s  eps=19130  pool=1  gn=2.321  cf=0.172  ev=0.062  am=0.324  as=1.161  rd=0.1338  ia=1.00 aa=1.00 ma=0.94  ae=0.9041  ar=1.8285  rr=0.0037  opp=ema]
    174   54.0%    0.0052    0.9437   -0.6860    0.0507    1.9156  2.48e-04  [55.6s  eps=19254  pool=1  gn=2.288  cf=0.182  ev=0.051  am=0.228  as=1.129  rd=0.1345  ia=1.00 aa=1.00 ma=0.94  ae=0.9124  ar=1.8197  rr=0.0037  opp=ema]
    175   54.0%    0.0081    0.9441   -0.6775    0.0534    1.9210  2.48e-04  [55.6s  eps=19377  pool=1  gn=2.394  cf=0.176  ev=0.050  am=0.293  as=1.160  rd=0.1363  ia=1.00 aa=1.00 ma=0.93  ae=0.9002  ar=1.8345  rr=0.0037  opp=pool(1)]
    176   58.0%    0.0104    0.9546   -0.7159    0.0517    1.9430  2.48e-04  [55.6s  eps=19504  pool=1  gn=2.193  cf=0.182  ev=0.042  am=0.274  as=1.231  rd=0.1399  ia=1.00 aa=1.00 ma=0.94  ae=0.9109  ar=1.8251  rr=0.0037  opp=pool(1)]
    177   49.0%    0.0192    0.9406   -0.6846    0.0550    1.9260  2.48e-04  [55.5s  eps=19625  pool=1  gn=2.569  cf=0.179  ev=0.054  am=0.275  as=1.172  rd=0.1419  ia=1.00 aa=1.00 ma=0.94  ae=0.9047  ar=1.8058  rr=0.0038  opp=ema]
    178   57.0%    0.0060    0.9459   -0.7286    0.0510    1.9210  2.48e-04  [55.6s  eps=19748  pool=1  gn=2.690  cf=0.189  ev=0.049  am=0.364  as=1.083  rd=0.1363  ia=1.00 aa=1.00 ma=0.94  ae=0.8913  ar=1.8221  rr=0.0037  opp=ema]
    179   40.0%    0.0140    0.9419   -0.6838    0.0539    1.9229  2.48e-04  [55.0s  eps=19872  pool=1  gn=2.498  cf=0.195  ev=0.054  am=0.051  as=1.117  rd=0.1389  ia=1.00 aa=1.00 ma=0.94  ae=0.8896  ar=1.8206  rr=0.0037  opp=ema]
    180   52.0%    0.0018    0.9367   -0.7052    0.0512    1.8988  2.48e-04  [55.5s  eps=19999  pool=1  gn=2.500  cf=0.174  ev=0.058  am=0.167  as=1.220  rd=0.1453  ia=1.00 aa=1.00 ma=0.94  ae=0.8906  ar=1.8051  rr=0.0038  opp=pool(1)]
    181   56.0%    0.0040    0.9244   -0.6823    0.0520    1.8767  2.48e-04  [55.6s  eps=20123  pool=1  gn=2.504  cf=0.179  ev=0.071  am=0.303  as=1.153  rd=0.1256  ia=1.00 aa=1.00 ma=0.94  ae=0.8941  ar=1.8193  rr=0.0037  opp=ema]
    182   55.0%    0.0105    0.9358   -0.6646    0.0538    1.9071  2.48e-04  [55.6s  eps=20248  pool=1  gn=2.461  cf=0.176  ev=0.061  am=0.252  as=1.110  rd=0.1394  ia=1.00 aa=1.00 ma=0.94  ae=0.8913  ar=1.8068  rr=0.0038  opp=ema]
    183   54.0%    0.0303    0.9417   -0.6273    0.0496    1.9367  2.48e-04  [55.7s  eps=20377  pool=1  gn=2.498  cf=0.170  ev=0.054  am=0.191  as=1.231  rd=0.1414  ia=1.00 aa=1.00 ma=0.94  ae=0.8708  ar=1.7995  rr=0.0038  opp=ema]
    184   58.0%    0.0132    0.9395   -0.5730    0.0522    1.9168  2.48e-04  [55.8s  eps=20498  pool=1  gn=2.343  cf=0.168  ev=0.058  am=0.263  as=1.119  rd=0.1249  ia=1.00 aa=1.00 ma=0.94  ae=0.8847  ar=1.8021  rr=0.0038  opp=ema]
    185   50.0%    0.0088    0.9442   -0.5558    0.0514    1.9213  2.48e-04  [56.2s  eps=20627  pool=1  gn=2.532  cf=0.165  ev=0.052  am=0.224  as=1.185  rd=0.1205  ia=1.00 aa=1.00 ma=0.95  ae=0.8780  ar=1.8062  rr=0.0038  opp=ema]
    186   51.0%    0.1507    0.9373   -0.5650    0.0489    2.0478  2.48e-04  [55.7s  eps=20755  pool=1  gn=2.394  cf=0.173  ev=0.059  am=0.270  as=1.341  rd=0.1420  ia=1.00 aa=1.00 ma=0.94  ae=0.8805  ar=1.8102  rr=0.0038  opp=pool(1)]
    187   52.0%    0.0025    0.9340   -0.5962    0.0477    1.8923  2.48e-04  [55.6s  eps=20882  pool=1  gn=2.385  cf=0.139  ev=0.062  am=0.168  as=1.179  rd=0.1102  ia=1.00 aa=1.00 ma=0.95  ae=0.8741  ar=1.8214  rr=0.0037  opp=ema]
    188   50.0%    0.0067    0.9448   -0.5405    0.0495    1.9195  2.48e-04  [55.5s  eps=21004  pool=1  gn=2.360  cf=0.151  ev=0.051  am=0.273  as=1.213  rd=0.1130  ia=1.00 aa=1.00 ma=0.95  ae=0.8668  ar=1.8172  rr=0.0037  opp=ema]
    189   59.0%    0.0040    0.9314   -0.4676    0.0475    1.8890  2.48e-04  [55.7s  eps=21129  pool=1  gn=2.373  cf=0.146  ev=0.065  am=0.358  as=1.107  rd=0.1058  ia=1.00 aa=1.00 ma=0.95  ae=0.8704  ar=1.8037  rr=0.0038  opp=ema]
    190   48.0%    0.0041    0.9332   -0.5232    0.0468    1.8922  2.48e-04  [55.3s  eps=21256  pool=1  gn=2.551  cf=0.161  ev=0.062  am=0.067  as=1.213  rd=0.1192  ia=1.00 aa=1.00 ma=0.95  ae=0.8707  ar=1.7998  rr=0.0038  opp=ema]
    191   67.0%    0.0081    0.9386   -0.5315    0.0475    1.9072  2.48e-04  [55.7s  eps=21373  pool=1  gn=2.559  cf=0.179  ev=0.057  am=0.353  as=1.374  rd=0.1258  ia=1.00 aa=1.00 ma=0.95  ae=0.8743  ar=1.8109  rr=0.0038  opp=pool(1)]
    192   47.0%    0.0182    0.9394   -0.5406    0.0480    1.9194  2.48e-04  [55.7s  eps=21499  pool=1  gn=2.559  cf=0.160  ev=0.057  am=0.215  as=1.261  rd=0.1274  ia=1.00 aa=1.00 ma=0.95  ae=0.8493  ar=1.8121  rr=0.0038  opp=pool(1)]
    193   54.0%    0.0079    0.9428   -0.4980    0.0469    1.9154  2.48e-04  [56.2s  eps=21630  pool=1  gn=2.572  cf=0.165  ev=0.052  am=0.193  as=1.213  rd=0.1245  ia=1.00 aa=1.00 ma=0.95  ae=0.8471  ar=1.7979  rr=0.0038  opp=ema]
    194   50.0%    0.0086    0.9335   -0.4478    0.0457    1.8966  2.48e-04  [55.5s  eps=21754  pool=1  gn=2.401  cf=0.158  ev=0.064  am=0.313  as=1.162  rd=0.1146  ia=1.00 aa=1.00 ma=0.95  ae=0.8770  ar=1.8035  rr=0.0038  opp=ema]
    195   48.0%    0.0042    0.9322   -0.4591    0.0455    1.8893  2.48e-04  [55.4s  eps=21880  pool=1  gn=2.575  cf=0.152  ev=0.065  am=0.204  as=1.155  rd=0.1186  ia=1.00 aa=1.00 ma=0.95  ae=0.9023  ar=1.8183  rr=0.0037  opp=ema]
    196   58.0%   -0.0007    0.9439   -0.4989    0.0446    1.9068  2.48e-04  [56.1s  eps=22005  pool=1  gn=2.349  cf=0.152  ev=0.054  am=0.424  as=1.160  rd=0.1107  ia=1.00 aa=1.00 ma=0.95  ae=0.9177  ar=1.8324  rr=0.0037  opp=ema]
    197   47.0%    0.0201    0.9348   -0.4932    0.0448    1.9097  2.48e-04  [55.3s  eps=22135  pool=1  gn=2.538  cf=0.177  ev=0.061  am=0.233  as=1.398  rd=0.1294  ia=1.00 aa=1.00 ma=0.95  ae=0.9164  ar=1.8294  rr=0.0037  opp=ema]
    198   45.0%    0.0262    0.9536   -0.5551    0.0449    1.9534  2.48e-04  [55.3s  eps=22257  pool=1  gn=2.416  cf=0.165  ev=0.042  am=0.233  as=1.280  rd=0.1322  ia=1.00 aa=1.00 ma=0.95  ae=0.9132  ar=1.8222  rr=0.0037  opp=ema]
    199   42.0%    0.0161    0.9393   -0.5854    0.0491    1.9170  2.48e-04  [55.5s  eps=22386  pool=1  gn=2.378  cf=0.169  ev=0.057  am=0.076  as=1.215  rd=0.1360  ia=1.00 aa=1.00 ma=0.95  ae=0.8995  ar=1.8229  rr=0.0037  opp=ema]
    200   49.0%    0.0042    0.9343   -0.5815    0.0454    1.8931  2.48e-04  [55.4s  eps=22507  pool=1  gn=2.608  cf=0.173  ev=0.061  am=0.200  as=1.230  rd=0.1233  ia=1.00 aa=1.00 ma=0.95  ae=0.8990  ar=1.8247  rr=0.0037  opp=ema]
  eval random: WR=94.9%  W=482 L=26  (508 games)
  eval fulloff: WR=55.7%  W=287 L=228  (515 games)
  eval ema: WR=50.6%  W=260 L=254  (514 games)
  eval pool: WR=48.4%  W=251 L=268  (519 games)
  -> eval plots saved to checkpoints/cheater_v7/  [update000200]
  -> attention maps saved to checkpoints/cheater_v7/attn/  [update000200]
  -> pool snapshot added (size=2)
  eval finished [1051.2s]
  -> checkpoint saved: checkpoints/cheater_v7/agent_000200.pt
    201   48.0%    0.0045    0.9394   -0.6072    0.0444    1.9027  2.48e-04  [55.8s  eps=22628  pool=2  gn=2.494  cf=0.171  ev=0.055  am=0.203  as=1.225  rd=0.1366  ia=1.00 aa=1.00 ma=0.95  ae=0.9103  ar=1.8300  rr=0.0037  opp=ema]
    202   48.0%    0.0106    0.9408   -0.6167    0.0451    1.9121  2.48e-04  [55.5s  eps=22755  pool=2  gn=2.311  cf=0.182  ev=0.055  am=0.090  as=1.191  rd=0.1311  ia=1.00 aa=1.00 ma=0.95  ae=0.9057  ar=1.8326  rr=0.0037  opp=ema]
    203   37.0%    0.0069    0.9395   -0.6202    0.0454    1.9060  2.48e-04  [55.4s  eps=22874  pool=2  gn=2.191  cf=0.183  ev=0.057  am=0.141  as=1.123  rd=0.1390  ia=1.00 aa=1.00 ma=0.96  ae=0.8990  ar=1.8287  rr=0.0037  opp=ema]
    204   44.0%    0.0107    0.9173   -0.6447    0.0463    1.8655  2.48e-04  [55.3s  eps=23003  pool=2  gn=2.510  cf=0.158  ev=0.077  am=0.130  as=1.200  rd=0.1444  ia=1.00 aa=1.00 ma=0.95  ae=0.9201  ar=1.8280  rr=0.0037  opp=ema]
    205   51.0%    0.0057    0.9442   -0.5934    0.0424    1.9122  2.48e-04  [55.4s  eps=23124  pool=2  gn=2.248  cf=0.159  ev=0.053  am=0.215  as=1.169  rd=0.1157  ia=1.00 aa=1.00 ma=0.95  ae=0.9164  ar=1.8290  rr=0.0037  opp=ema]
    206   54.0%    0.0030    0.9352   -0.5941    0.0440    1.8927  2.48e-04  [55.3s  eps=23247  pool=2  gn=2.218  cf=0.161  ev=0.060  am=0.288  as=1.182  rd=0.1255  ia=1.00 aa=1.00 ma=0.95  ae=0.9109  ar=1.8212  rr=0.0037  opp=ema]
    207   44.0%    0.0096    0.9307   -0.5658    0.0424    1.8895  2.48e-04  [55.2s  eps=23368  pool=2  gn=2.431  cf=0.159  ev=0.066  am=0.134  as=1.235  rd=0.1234  ia=1.00 aa=1.00 ma=0.95  ae=0.9071  ar=1.8104  rr=0.0038  opp=pool(2)]
    208   48.0%    0.0891    0.9231   -0.6210    0.0432    1.9538  2.48e-04  [55.5s  eps=23488  pool=2  gn=2.700  cf=0.177  ev=0.073  am=0.162  as=1.133  rd=0.1424  ia=1.00 aa=1.00 ma=0.95  ae=0.9216  ar=1.8164  rr=0.0037  opp=ema]
    209   53.0%    0.0132    0.9403   -0.6099    0.0434    1.9126  2.48e-04  [55.5s  eps=23615  pool=2  gn=2.583  cf=0.162  ev=0.056  am=0.170  as=1.164  rd=0.1259  ia=1.00 aa=1.00 ma=0.95  ae=0.9237  ar=1.8162  rr=0.0037  opp=ema]
    210   43.0%    0.0179    0.9457   -0.6212    0.0457    1.9292  2.48e-04  [55.7s  eps=23742  pool=2  gn=2.675  cf=0.170  ev=0.049  am=0.231  as=1.208  rd=0.1281  ia=1.00 aa=1.00 ma=0.95  ae=0.9274  ar=1.8194  rr=0.0037  opp=pool(2)]
    211   49.0%    0.0064    0.9280   -0.5708    0.0420    1.8805  2.47e-04  [55.6s  eps=23871  pool=2  gn=2.428  cf=0.154  ev=0.069  am=0.364  as=1.178  rd=0.1140  ia=1.00 aa=1.00 ma=0.96  ae=0.9124  ar=1.8104  rr=0.0038  opp=pool(2)]
    212   48.0%    0.0046    0.9235   -0.5633    0.0411    1.8692  2.47e-04  [55.6s  eps=23995  pool=2  gn=2.525  cf=0.134  ev=0.071  am=0.222  as=1.117  rd=0.1043  ia=1.00 aa=1.00 ma=0.95  ae=0.9206  ar=1.8123  rr=0.0038  opp=ema]
    213   52.0%    0.0096    0.9448   -0.5737    0.0407    1.9164  2.47e-04  [55.7s  eps=24118  pool=2  gn=2.388  cf=0.164  ev=0.053  am=0.274  as=1.201  rd=0.1184  ia=1.00 aa=1.00 ma=0.96  ae=0.9255  ar=1.8299  rr=0.0037  opp=ema]
    214   58.0%    0.0051    0.9459   -0.5753    0.0403    1.9136  2.47e-04  [55.5s  eps=24245  pool=2  gn=2.558  cf=0.146  ev=0.050  am=0.362  as=1.229  rd=0.1168  ia=1.00 aa=1.00 ma=0.96  ae=0.9344  ar=1.8372  rr=0.0036  opp=ema]
    215   49.0%    0.0067    0.9394   -0.5437    0.0398    1.9022  2.47e-04  [55.4s  eps=24373  pool=2  gn=2.647  cf=0.147  ev=0.056  am=0.230  as=1.194  rd=0.1109  ia=1.00 aa=1.00 ma=0.96  ae=0.9217  ar=1.8325  rr=0.0037  opp=ema]
    216   50.0%    0.0025    0.9276   -0.5628    0.0404    1.8747  2.47e-04  [55.4s  eps=24498  pool=2  gn=2.499  cf=0.135  ev=0.067  am=0.101  as=1.254  rd=0.1047  ia=1.00 aa=1.00 ma=0.96  ae=0.9227  ar=1.8278  rr=0.0037  opp=ema]
    217   48.0%    0.0015    0.9096   -0.5439    0.0390    1.8368  2.47e-04  [55.6s  eps=24624  pool=2  gn=2.760  cf=0.134  ev=0.086  am=0.280  as=1.206  rd=0.1024  ia=1.00 aa=1.00 ma=0.96  ae=0.9255  ar=1.8370  rr=0.0036  opp=pool(2)]
    218   50.0%    0.0078    0.9455   -0.5849    0.0395    1.9152  2.47e-04  [56.3s  eps=24751  pool=2  gn=2.266  cf=0.139  ev=0.051  am=0.321  as=1.183  rd=0.1101  ia=1.00 aa=1.00 ma=0.96  ae=0.9084  ar=1.8421  rr=0.0036  opp=pool(2)]
    219   54.0%    0.0029    0.9360   -0.5728    0.0391    1.8911  2.47e-04  [55.7s  eps=24873  pool=2  gn=2.189  cf=0.162  ev=0.060  am=0.270  as=1.183  rd=0.1140  ia=1.00 aa=1.00 ma=0.96  ae=0.9116  ar=1.8446  rr=0.0036  opp=ema]
    220   50.0%    0.0067    0.9371   -0.5909    0.0395    1.8972  2.47e-04  [116.8s  eps=24994  pool=2  gn=2.326  cf=0.170  ev=0.058  am=0.290  as=1.153  rd=0.1202  ia=1.00 aa=1.00 ma=0.96  ae=0.9060  ar=1.8429  rr=0.0036  opp=fo]
    221   50.0%    0.0115    0.9314   -0.5344    0.0394    1.8908  2.47e-04  [116.9s  eps=25120  pool=2  gn=2.246  cf=0.160  ev=0.065  am=0.328  as=1.222  rd=0.1212  ia=1.00 aa=1.00 ma=0.96  ae=0.9169  ar=1.8571  rr=0.0035  opp=fo]
    222   53.0%    0.0038    0.9224   -0.5806    0.0388    1.8646  2.47e-04  [54.4s  eps=25246  pool=2  gn=2.400  cf=0.153  ev=0.076  am=0.221  as=1.169  rd=0.1224  ia=1.00 aa=1.00 ma=0.96  ae=0.9113  ar=1.8506  rr=0.0036  opp=ema]
    223   51.0%    0.0027    0.9228   -0.5572    0.0369    1.8632  2.47e-04  [54.3s  eps=25371  pool=2  gn=2.352  cf=0.172  ev=0.075  am=0.197  as=1.211  rd=0.1172  ia=1.00 aa=1.00 ma=0.96  ae=0.9133  ar=1.8543  rr=0.0036  opp=ema]
    224   57.0%    0.0032    0.9425   -0.5711    0.0384    1.9039  2.47e-04  [55.0s  eps=25497  pool=2  gn=2.522  cf=0.137  ev=0.055  am=0.285  as=1.208  rd=0.1110  ia=1.00 aa=1.00 ma=0.96  ae=0.9174  ar=1.8565  rr=0.0035  opp=ema]
    225   49.0%    0.0379    0.9413   -0.6059    0.0387    1.9364  2.47e-04  [56.0s  eps=25622  pool=2  gn=2.469  cf=0.155  ev=0.055  am=0.157  as=1.226  rd=0.1579  ia=1.00 aa=1.00 ma=0.97  ae=0.9254  ar=1.8407  rr=0.0036  opp=pool(2)]
    226   54.0%    0.0188    0.9414   -0.6099    0.0396    1.9180  2.47e-04  [55.4s  eps=25745  pool=2  gn=2.544  cf=0.150  ev=0.054  am=0.207  as=1.272  rd=0.1219  ia=1.00 aa=1.00 ma=0.96  ae=0.9151  ar=1.8299  rr=0.0037  opp=pool(2)]
    227   61.0%    0.0049    0.9287   -0.6049    0.0366    1.8772  2.47e-04  [116.4s  eps=25871  pool=2  gn=2.684  cf=0.153  ev=0.066  am=0.342  as=1.129  rd=0.1118  ia=1.00 aa=1.00 ma=0.97  ae=0.8970  ar=1.8315  rr=0.0037  opp=fo]
    228   47.0%    0.0106    0.9377   -0.6634    0.0369    1.9005  2.47e-04  [116.3s  eps=25991  pool=2  gn=2.721  cf=0.167  ev=0.057  am=0.328  as=1.112  rd=0.1282  ia=1.00 aa=1.00 ma=0.96  ae=0.9200  ar=1.8353  rr=0.0036  opp=fo]
    229   49.0%    0.0103    0.9387   -0.6455    0.0386    1.9035  2.47e-04  [55.7s  eps=26120  pool=2  gn=2.606  cf=0.155  ev=0.058  am=0.275  as=1.167  rd=0.1222  ia=1.00 aa=1.00 ma=0.96  ae=0.9187  ar=1.8161  rr=0.0037  opp=pool(2)]
    230   52.0%    0.0054    0.9480   -0.6836    0.0370    1.9161  2.47e-04  [55.7s  eps=26243  pool=2  gn=2.583  cf=0.164  ev=0.048  am=0.359  as=1.141  rd=0.1213  ia=1.00 aa=1.00 ma=0.96  ae=0.9075  ar=1.8232  rr=0.0037  opp=pool(2)]
    231   45.0%    0.0044    0.9388   -0.6866    0.0364    1.8965  2.47e-04  [55.5s  eps=26369  pool=2  gn=2.562  cf=0.175  ev=0.058  am=0.178  as=1.128  rd=0.1360  ia=1.00 aa=1.00 ma=0.96  ae=0.9089  ar=1.8256  rr=0.0037  opp=ema]
    232   59.0%    0.0093    0.9408   -0.6919    0.0363    1.9049  2.47e-04  [117.3s  eps=26488  pool=2  gn=2.555  cf=0.168  ev=0.055  am=0.387  as=1.173  rd=0.1273  ia=1.00 aa=1.00 ma=0.96  ae=0.9238  ar=1.8480  rr=0.0036  opp=fo]
    233   40.0%    0.0719    0.9353   -0.6917    0.0373    1.9569  2.47e-04  [55.5s  eps=26608  pool=2  gn=2.641  cf=0.165  ev=0.059  am=0.098  as=1.310  rd=0.1727  ia=1.00 aa=1.00 ma=0.96  ae=0.9374  ar=1.8582  rr=0.0035  opp=pool(2)]
    234   42.0%    0.0011    0.9148   -0.6415    0.0369    1.8451  2.47e-04  [55.4s  eps=26731  pool=2  gn=2.750  cf=0.159  ev=0.081  am=0.185  as=1.233  rd=0.1140  ia=1.00 aa=1.00 ma=0.96  ae=0.9240  ar=1.8656  rr=0.0035  opp=ema]
    235   54.0%    0.0044    0.9427   -0.6159    0.0362    1.9041  2.47e-04  [55.4s  eps=26856  pool=2  gn=2.438  cf=0.143  ev=0.054  am=0.271  as=1.182  rd=0.1104  ia=1.00 aa=1.00 ma=0.97  ae=0.9103  ar=1.8615  rr=0.0035  opp=ema]
    236   51.0%    0.0094    0.9366   -0.6568    0.0379    1.8980  2.47e-04  [55.9s  eps=26986  pool=2  gn=2.468  cf=0.162  ev=0.061  am=0.348  as=1.221  rd=0.1235  ia=1.00 aa=1.00 ma=0.96  ae=0.8904  ar=1.8544  rr=0.0036  opp=pool(2)]
    237   57.0%    0.0052    0.9424   -0.6445    0.0355    1.9040  2.47e-04  [55.7s  eps=27109  pool=2  gn=2.386  cf=0.155  ev=0.055  am=0.313  as=1.180  rd=0.1188  ia=1.00 aa=1.00 ma=0.97  ae=0.8959  ar=1.8283  rr=0.0037  opp=ema]
    238   48.0%    0.0046    0.9571   -0.6583    0.0351    1.9326  2.47e-04  [56.0s  eps=27237  pool=2  gn=2.223  cf=0.162  ev=0.039  am=0.181  as=1.190  rd=0.1173  ia=1.00 aa=1.00 ma=0.96  ae=0.9064  ar=1.8388  rr=0.0036  opp=pool(2)]
    239   45.0%    0.0120    0.9242   -0.6615    0.0364    1.8749  2.47e-04  [55.6s  eps=27361  pool=2  gn=2.224  cf=0.189  ev=0.074  am=0.099  as=1.148  rd=0.1432  ia=1.00 aa=1.00 ma=0.97  ae=0.8970  ar=1.8487  rr=0.0036  opp=ema]
    240   49.0%    0.0091    0.9322   -0.6562    0.0351    1.8871  2.47e-04  [55.6s  eps=27487  pool=2  gn=2.415  cf=0.180  ev=0.064  am=0.224  as=1.376  rd=0.1385  ia=1.00 aa=1.00 ma=0.97  ae=0.9004  ar=1.8577  rr=0.0035  opp=ema]
    241   56.0%    0.0138    0.9308   -0.7230    0.0367    1.8900  2.47e-04  [55.6s  eps=27611  pool=2  gn=2.599  cf=0.212  ev=0.063  am=0.350  as=1.123  rd=0.1604  ia=1.00 aa=1.00 ma=0.97  ae=0.8975  ar=1.8264  rr=0.0037  opp=ema]
    242   42.0%    0.0114    0.9355   -0.7248    0.0384    1.8981  2.47e-04  [55.5s  eps=27735  pool=2  gn=2.757  cf=0.199  ev=0.061  am=0.109  as=1.227  rd=0.1453  ia=1.00 aa=1.00 ma=0.96  ae=0.8914  ar=1.8232  rr=0.0037  opp=ema]
    243   39.0%    0.0124    0.9454   -0.7050    0.0373    1.9183  2.47e-04  [55.6s  eps=27860  pool=2  gn=2.397  cf=0.188  ev=0.049  am=0.220  as=1.119  rd=0.1382  ia=1.00 aa=1.00 ma=0.97  ae=0.8926  ar=1.8167  rr=0.0037  opp=ema]
    244   44.0%    0.0053    0.9468   -0.7197    0.0350    1.9125  2.47e-04  [55.6s  eps=27984  pool=2  gn=2.212  cf=0.205  ev=0.048  am=0.086  as=1.133  rd=0.1529  ia=1.00 aa=1.00 ma=0.97  ae=0.8910  ar=1.8279  rr=0.0037  opp=pool(2)]
    245   49.0%    0.0088    0.9334   -0.7492    0.0354    1.8895  2.46e-04  [55.6s  eps=28113  pool=2  gn=2.329  cf=0.186  ev=0.063  am=0.172  as=1.186  rd=0.1419  ia=1.00 aa=1.00 ma=0.97  ae=0.8869  ar=1.8340  rr=0.0037  opp=ema]
    246   41.0%    0.0073    0.9401   -0.8145    0.0374    1.9024  2.46e-04  [55.6s  eps=28239  pool=2  gn=2.175  cf=0.200  ev=0.057  am=0.042  as=1.126  rd=0.1435  ia=1.00 aa=1.00 ma=0.97  ae=0.8820  ar=1.8353  rr=0.0036  opp=pool(2)]
    247   45.0%    0.0168    0.9491   -0.7837    0.0367    1.9295  2.46e-04  [55.7s  eps=28365  pool=2  gn=2.302  cf=0.208  ev=0.047  am=0.123  as=1.185  rd=0.1581  ia=1.00 aa=1.00 ma=0.97  ae=0.8773  ar=1.8360  rr=0.0036  opp=ema]
